"text","label"
"Le système doit s'assurer que les plus avantagés participent proportionnellement plus.","2"
"La privatisation des industries publiques favorise la concurrence et l'efficacité.","1"
"Un système de santé public entièrement financé est un droit fondamental.","2"
"Le libre marché est le meilleur moyen de garantir la prospérité.","1"
"Alors que les énergies renouvelables sont intermittentes, le nucléaire assure une production d'énergie stable et constante.","1"
"Nous ne devons pas laisser les inégalités hommes-femmes persister.","2"
"La sécu sociale doit être renforcée et mise à jour.","2"
"Les individus doivent assumer plus de responsabilité pour leur propre bien-être.","1"
"Les étrangers en situation irrégulière devraient être renvoyés dans leur pays.","1"
"La libéralisation des marchés financiers conduit à un environnement d'affaires plus compétitif.","1"
"On ne peut pas ignorer les problèmes d'accès aux soins.","2"
"La diminution du rôle des syndicats est nécessaire pour éviter les blocages économiques.","1"
"Nous attendons du gouvernement qu'il s'engage sur un calendrier précis pour la réduction du parc nucléaire.","2"
"La liberté d'entreprendre est une valeur fondamentale.","1"
"Il faut mettre en place une retraite par capitalisation pour garantir l'avenir des retraités.","1"
"On ne doit pas laisser les inégalités se creuser.","2"
"L'intervention de l'État dans l'économie nuit à la compétitivité des entreprises.","1"
"La politique sociale doit s'adapter aux nouveaux enjeux de pauvreté urbaine.","2"
"Imposer des quotas stricts pour l'immigration permet de mieux contrôler la sécurité.","1"
"Les étudiants demandent une revalorisation des bourses universitaires.","2"
"La fiscalité des entreprises devrait être allégée pour favoriser l'embauche.","1"
"Nous devons encourager le mérite plutôt que l'assistanat.","1"
"La baisse des impôts favorise l'investissement et stimule l'économie.","1"
"Revaloriser nos infrastructures nucléaires est un impératif pour notre sécurité écologique.","1"
"Chaque travailleur devrait avoir le droit de ne pas adhérer à un syndicat.","1"
"La culture doit être protégée comme un bien commun.","2"
"L'État de bien-être crée une dépendance malsaine envers le gouvernement.","1"
"Les dépenses publiques doivent être réduites pour éviter le déficit budgétaire.","1"
"La réductions de taxes amène à davantage de pratiques commerciales justes.","1"
"On ne doit pas abandonner les agriculteurs.","2"
"La gentrification ne stimule pas de façon équitable le développement urbain.","2"
"L'intégration réussie exige que les immigrants embrassent pleinement notre culture et nos valeurs.","1"
"Il est primordial de soutenir les entrepreneurs locaux.","1"
"On ne peut pas accepter le recul des droits sociaux.","2"
"Les écoles devraient se concentrer sur les résultats académiques plutôt que sur l'idéologie.","1"
"La progressivité de l'impôt est essentielle pour une répartition équitable des richesses.","2"
"Pour une politique de logement plus juste et solidaire.","2"
"Le nucléaire étant une industrie de haute technologique, il est improbable de se passer de l'expertise de milliers d'ingénieurs.","1"
"On ne peut pas accepter l'impunité des puissants.","2"
"L'intervention de l'État dans l'économie doit être limitée.","1"
"Les centrales nucléaires ne sont plus une option pour s'approvisionner en électricité verte et renouvelable.","2"
"Déléguer responsabilités aux acteurs privés dynamise le secteur nucléaire.","1"
"La priorité du gouvernement devrait être la lutte contre le terrorisme.","1"
"Nous devons nous battre pour un meilleur accès à la santé pour tous.","2"
"Un gouvernement fort doit maintenir un budget équilibré.","1"
"On ne peut pas accepter la destruction de la planète.","2"
"Il est nécessaire de réformer le système fiscal pour plus d'équité sociale.","2"
"C'est la responsabilité de l'Etat de veiller à la protection sociale de tous ses citoyens.","2"
"Plus de liberté pour les entreprises peut conduire à plus de prospérité pour tous.","1"
"Le système de santé devrait être plus compétitif.","1"
"Le gouvernement doit travailler pour nous, et non l'inverse.","1"
"Les syndicats ont trop de pouvoir et paralysent notre économie.","1"
"Privilegier une immigration contrôlée est indissociable de la logique de Cybersecurité nationale.","1"
"La baisse des impôts est une priorité pour stimuler l'investissement.","1"
"La diversité culturelle est une richesse qui doit être valorisée.","2"
"Il n'est pas envisageable de supprimer l'impôt sur la fortune.","2"
"La dérégulation du secteur de l'énergie conduira à plus de concurrence et de choix pour les consommateurs.","1"
"La libéralisation des marchés financiers encourage la concurrence et l'innovation.","1"
"Les emplois créés par les centrales nucléaires bénéficient souvent aux régions en déclin.","1"
"Les entreprises privées sont essentielles pour relancer notre économie.","1"
"La simplification administrative libère la capacité discernante économique.","1"
"Il n'est pas souhaitable d'affaiblir les institutions européennes.","2"
"Nous ne devons pas fermer les théâtres publics.","2"
"Nous ne devons pas négliger l'éducation nationale.","2"
"La France doit conserver son modèle énergétique basé sur le nucléaire afin de garantir son indépendance énergétique.","1"
"Les restrictions à l'immigration luttent contre l'immigration illégale.","1"
"Il faut limiter l'immigration pour défendre nos valeurs nationales.","1"
"L'inégalité de distribution des richesses est l'une des plus grandes problèmes de notre époque.","2"
"Il est nécessaire de soutenir les travailleurs en augmentant le salaire minimum.","2"
"Encourager des partenariats public-privé renforcerait notre parc nucléaire.","1"
"Une économie soumise à trop de réglementations est destinée à échouer.","1"
"L'allègement fiscal favorisera l'investissement et la croissance économique.","1"
"Il n'est pas judicieux de réduire les dépenses publiques.","2"
"Toutes les politiques devraient prendre en compte l'égalité des genres.","2"
"La criminalisation de la pauvreté est un problème grave dans notre société.","2"
"Les établissements bancaires ne devraient pas exploiter les plus vulnérables.","2"
"L'éducation est la clé pour lutter contre la pauvreté et la discrimination.","2"
"La souveraineté alimentaire passe par une agriculture respectueuse de l'environnement.","2"
"La protection des industries nationales face à la concurrence étrangère est essentielle.","1"
"Le refus de capituler devant les normes internationales protège notre identité nationale.","1"
"L'égalité des chances est la clé d'une société juste.","2"
"La concurrence doit être favorisée pour l'innovation des entreprises.","1"
"Le régime fiscal doit être plus favorables aux entreprises pour stimuler l'économie.","1"
"Ignorer les risques sécuritaires associés à l'immigration est complètement irresponsable.","1"
"La biodiversité doit être protégée pour le bien de notre planète.","2"
"La nécessité d'une éducation universelle et gratuite est incontestable.","2"
"Il faut relancer l'économie par des baisses d'impôts.","1"
"L'État ne devrait pas être hostile au financement de la recherche scientifique fondamentale.","2"
"La libéralisation du commerce international est bénéfique pour l'économie.","1"
"Pourquoi les criminels sont-ils autorisés à venir dans notre pays?","1"
"La sécurité nationale doit être renforcée face aux nouvelles menaces.","1"
"Nous ne devons pas fermer les services publics de proximité.","2"
"La privatisation des services publics est une menace pour la démocratie.","2"
"On ne doit pas tolérer les discriminations liées à l'orientation sexuelle.","2"
"La famille doit être au cœur de la politique sociale.","1"
"L'égalité de genre doit être promue à tous les niveaux de notre société.","2"
"Il est nécessaire de mettre fin à l'ascenseur social inversé.","1"
"Des régulations plus souples favoriseront l'économie de marché.","1"
"Il est important de maintenir une politique fiscale attractive.","1"
"Pour entretenir notre rang de grande puissance, il est absurde de négliger le nucléaire qui est une de nos grandes industries.","1"
"Réduire la paperasserie pour encourager les transactions commerciales.","1"
"L'identité nationale est essentielle et non négociable.","1"
"L'agriculture biologique doit être soutenue pour protéger notre santé et notre planète.","2"
"La transition énergétique nécessite des investissements publics considérables.","2"
"Les restrictions à l'immigration protègent les emplois locaux.","1"
"L'égalité doit être plus que simplement nominale, elle doit surtout être réelle.","2"
"Les valeurs familiales doivent constituer le socle des politiques sociales.","1"
"Nous devons investir davantage dans les services publics pour améliorer la qualité de vie pour tous.","2"
"Prenons soin du secteur privé, il nous fournira des emplois.","1"
"L'accueil inconditionnel des migrants permet à des individus dangereux d'entrer sur notre territoire.","1"
